"tag","File","Type","Mol","%","dev","Name","Grower","User","ID"
"cherry-pie","cherry-pie-3","Terpenoid","Beta-Ocimene",0.05,0.0,"Cherry Pie","Bloom City Club","Carla","Carla40C"
"cherry-pie","cherry-pie-3","Terpenoid","Humulene",0.05,0.0,"Cherry Pie","Bloom City Club","Carla","Carla40C"
"cherry-pie","cherry-pie-3","Terpenoid","D-Limonene",0.03,0.0,"Cherry Pie","Bloom City Club","Carla","Carla40C"
"cherry-pie","cherry-pie-3","Terpenoid","Beta-Pinene",0.01,0.0,"Cherry Pie","Bloom City Club","Carla","Carla40C"
"cherry-pie","cherry-pie-3","Terpenoid","Camphene",0.0,0.0,"Cherry Pie","Bloom City Club","Carla","Carla40C"
"cherry-pie","cherry-pie-3","Terpenoid","3-Carene",0.0,0.0,"Cherry Pie","Bloom City Club","Carla","Carla40C"
"cherry-pie","cherry-pie-3","Terpenoid","Alpha-Terpinene",0.0,0.0,"Cherry Pie","Bloom City Club","Carla","Carla40C"
"cherry-pie","cherry-pie-3","Terpenoid","Ocimene",0.0,0.0,"Cherry Pie","Bloom City Club","Carla","Carla40C"
"cherry-pie","cherry-pie-3","Terpenoid","PCymene",0.0,0.0,"Cherry Pie","Bloom City Club","Carla","Carla40C"
"cherry-pie","cherry-pie-3","Terpenoid","Eucalyptol",0.0,0.0,"Cherry Pie","Bloom City Club","Carla","Carla40C"
"cherry-pie","cherry-pie-3","Terpenoid","Gamma-Terpinene",0.0,0.0,"Cherry Pie","Bloom City Club","Carla","Carla40C"
"cherry-pie","cherry-pie-3","Terpenoid","Terpinolene",0.0,0.0,"Cherry Pie","Bloom City Club","Carla","Carla40C"
"cherry-pie","cherry-pie-3","Terpenoid","Linalool",0.0,0.0,"Cherry Pie","Bloom City Club","Carla","Carla40C"
"cherry-pie","cherry-pie-3","Terpenoid","Isopulegol",0.0,0.0,"Cherry Pie","Bloom City Club","Carla","Carla40C"
"cherry-pie","cherry-pie-3","Terpenoid","Geraniol",0.0,0.0,"Cherry Pie","Bloom City Club","Carla","Carla40C"
"cherry-pie","cherry-pie-3","Terpenoid","TransNerolidol1",0.0,0.0,"Cherry Pie","Bloom City Club","Carla","Carla40C"
"cherry-pie","cherry-pie-3","Terpenoid","TransNerolidol2",0.0,0.0,"Cherry Pie","Bloom City Club","Carla","Carla40C"
"cherry-pie","cherry-pie-3","Terpenoid","Guaiol",0.0,0.0,"Cherry Pie","Bloom City Club","Carla","Carla40C"
"cherry-pie","cherry-pie-3","Terpenoid","CaryophylleneOxide",0.0,0.0,"Cherry Pie","Bloom City Club","Carla","Carla40C"
"cherry-pie","cherry-pie-3","Terpenoid","Alpha-Bisabolol",0.0,0.0,"Cherry Pie","Bloom City Club","Carla","Carla40C"
"cherry-pie","cherry-pie-4","Cannabinoid","Delta9-THC",14.3,1.43,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Cannabinoid","CBD",0.02,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Cannabinoid","CBN",0.08,0.01,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Cannabinoid","CBG",0.08,0.01,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Cannabinoid","CBC",0.14,0.01,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Cannabinoid","THCV",0.03,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","Beta-Myrcene",0.41,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","Caryophyllene",0.18,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","Humulene",0.08,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","Alpha-Pinene",0.06,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","Beta-Pinene",0.04,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","D-Limonene",0.03,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","Linalool",0.01,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","Alpha-Bisabolol",0.01,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","Camphene",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","3-Carene",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","Alpha-Terpinene",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","Ocimene",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","PCymene",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","Beta-Ocimene",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","Eucalyptol",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","Gamma-Terpinene",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","Terpinolene",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","Isopulegol",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","Geraniol",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","TransNerolidol1",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","TransNerolidol2",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","Guaiol",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-4","Terpenoid","CaryophylleneOxide",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla41C"
"cherry-pie","cherry-pie-5","Cannabinoid","Delta9-THC",11.3,1.13,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Cannabinoid","CBD",0.01,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Cannabinoid","CBN",0.09,0.01,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Cannabinoid","CBG",0.29,0.03,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Cannabinoid","CBC",0.16,0.02,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Cannabinoid","THCV",0.02,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","Caryophyllene",0.44,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","D-Limonene",0.43,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","Linalool",0.18,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","Humulene",0.18,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","Alpha-Pinene",0.14,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","Beta-Ocimene",0.08,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","Beta-Pinene",0.07,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","Beta-Myrcene",0.03,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","Camphene",0.01,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","Terpinolene",0.01,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","Alpha-Bisabolol",0.01,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","3-Carene",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","Alpha-Terpinene",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","Ocimene",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","PCymene",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","Eucalyptol",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","Gamma-Terpinene",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","Isopulegol",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","Geraniol",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","TransNerolidol1",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","TransNerolidol2",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","Guaiol",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"cherry-pie","cherry-pie-5","Terpenoid","CaryophylleneOxide",0.0,0.0,"Cherry Pie","Anonymous","Carla","Carla42C"
"chocolope","chocolope","Cannabinoid","Delta9-THC",17.2,1.72,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Cannabinoid","CBD",0.31,0.03,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Cannabinoid","CBN",0.19,0.02,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Cannabinoid","CBG",1.75,0.18,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Cannabinoid","CBC",0.37,0.04,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Cannabinoid","THCV",0.12,0.01,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","D-Limonene",0.56,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","Beta-Ocimene",0.17,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","Caryophyllene",0.12,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","Beta-Pinene",0.09,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","Alpha-Pinene",0.06,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","Beta-Myrcene",0.06,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","Linalool",0.05,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","Humulene",0.04,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","Alpha-Bisabolol",0.02,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","Camphene",0.01,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","TransNerolidol2",0.01,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","CaryophylleneOxide",0.01,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","3-Carene",0.0,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","Alpha-Terpinene",0.0,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","Ocimene",0.0,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","PCymene",0.0,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","Eucalyptol",0.0,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","Gamma-Terpinene",0.0,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","Terpinolene",0.0,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","Isopulegol",0.0,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","Geraniol",0.0,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","TransNerolidol1",0.0,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope","Terpenoid","Guaiol",0.0,0.0,"Organic Chocolope","Wildcraft Organics","Carla","Carla43C"
"chocolope","chocolope-2","Cannabinoid","Delta9-THC",23.3,2.33,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Cannabinoid","CBD",0.01,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Cannabinoid","CBN",0.02,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Cannabinoid","CBG",1.03,0.1,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Cannabinoid","CBC",0.05,0.01,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Cannabinoid","THCV",0.06,0.01,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","D-Limonene",0.78,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","Caryophyllene",0.16,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","Beta-Ocimene",0.14,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","Beta-Myrcene",0.12,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","Alpha-Pinene",0.11,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","Beta-Pinene",0.11,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","Linalool",0.06,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","Humulene",0.04,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","Camphene",0.02,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","Terpinolene",0.01,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","Alpha-Bisabolol",0.01,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","3-Carene",0.0,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","Alpha-Terpinene",0.0,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","Ocimene",0.0,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","PCymene",0.0,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","Eucalyptol",0.0,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","Gamma-Terpinene",0.0,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","Isopulegol",0.0,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","Geraniol",0.0,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","TransNerolidol1",0.0,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","TransNerolidol2",0.0,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","Guaiol",0.0,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-2","Terpenoid","CaryophylleneOxide",0.0,0.0,"Chocolope","Anonymous","Carla","Carla44C"
"chocolope","chocolope-4","Cannabinoid","Delta9-THC",19.3,1.93,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Cannabinoid","CBD",0.01,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Cannabinoid","CBN",0.02,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Cannabinoid","CBG",1.78,0.18,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Cannabinoid","CBC",0.04,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Cannabinoid","THCV",0.09,0.01,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","D-Limonene",0.79,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","Beta-Myrcene",0.29,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","Beta-Ocimene",0.19,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","Linalool",0.12,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","Beta-Pinene",0.11,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","Alpha-Pinene",0.08,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","Caryophyllene",0.08,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","Humulene",0.03,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","Camphene",0.02,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","Terpinolene",0.01,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","Alpha-Bisabolol",0.01,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","3-Carene",0.0,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","Alpha-Terpinene",0.0,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","Ocimene",0.0,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","PCymene",0.0,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","Eucalyptol",0.0,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","Gamma-Terpinene",0.0,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","Isopulegol",0.0,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","Geraniol",0.0,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","TransNerolidol1",0.0,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","TransNerolidol2",0.0,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","Guaiol",0.0,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-4","Terpenoid","CaryophylleneOxide",0.0,0.0,"Chocolope 9-B","Anonymous","Carla","Carla46C"
"chocolope","chocolope-5","Cannabinoid","Delta9-THC",19.2,1.92,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Cannabinoid","CBD",0.01,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Cannabinoid","CBN",0.01,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Cannabinoid","CBG",1.5,0.15,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Cannabinoid","CBC",0.06,0.01,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Cannabinoid","THCV",0.07,0.01,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","D-Limonene",0.55,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","Beta-Ocimene",0.1,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","Caryophyllene",0.09,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","Beta-Myrcene",0.07,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","Beta-Pinene",0.07,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","Alpha-Pinene",0.05,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","Linalool",0.04,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","Humulene",0.03,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","Camphene",0.01,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","Terpinolene",0.01,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","3-Carene",0.0,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","Alpha-Terpinene",0.0,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","Ocimene",0.0,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","PCymene",0.0,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","Eucalyptol",0.0,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","Gamma-Terpinene",0.0,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","Isopulegol",0.0,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","Geraniol",0.0,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","TransNerolidol1",0.0,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","TransNerolidol2",0.0,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","Guaiol",0.0,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","CaryophylleneOxide",0.0,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-5","Terpenoid","Alpha-Bisabolol",0.0,0.0,"Chocolope","Anonymous","Carla","Carla47C"
"chocolope","chocolope-6","Cannabinoid","Delta9-THC",17.3,1.73,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Cannabinoid","CBD",0.03,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Cannabinoid","CBN",0.03,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Cannabinoid","CBG",0.54,0.05,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Cannabinoid","CBC",0.14,0.01,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Cannabinoid","THCV",0.08,0.01,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Terpenoid","D-Limonene",0.38,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Terpenoid","Beta-Ocimene",0.1,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Terpenoid","Beta-Myrcene",0.08,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Terpenoid","Linalool",0.06,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Terpenoid","Alpha-Pinene",0.03,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Terpenoid","Beta-Pinene",0.03,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Terpenoid","Caryophyllene",0.03,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Terpenoid","Camphene",0.01,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Terpenoid","Terpinolene",0.01,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Terpenoid","Humulene",0.01,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Terpenoid","3-Carene",0.0,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Terpenoid","Alpha-Terpinene",0.0,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Terpenoid","Ocimene",0.0,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Terpenoid","PCymene",0.0,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Terpenoid","Eucalyptol",0.0,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Terpenoid","Gamma-Terpinene",0.0,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Terpenoid","Isopulegol",0.0,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Terpenoid","Geraniol",0.0,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Terpenoid","TransNerolidol1",0.0,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
"chocolope","chocolope-6","Terpenoid","TransNerolidol2",0.0,0.0,"Veganic Chocolope","Anonymous","Carla","Carla48C"
