CBDmax_mean;CBDmax_std;THCmax_mean;THCmax_std;LeaflyStrain;Effects__Aroused;Effects__Creative;Effects__Energetic;Effects__Euphoric;Effects__Focused;Effects__Giggly;Effects__Happy;Effects__Hungry;Effects__Relaxed;Effects__Sleepy;Effects__Talkative;Effects__Tingly;Effects__Uplifted;Medical__Cramps;Medical__Depression;Medical__Eye Pressure;Medical__Fatigue;Medical__Headaches;Medical__Inflammation;Medical__Insomnia;Medical__Lack of Appetite;Medical__Muscle Spasms;Medical__Nausea;Medical__Pain;Medical__Seizures;Medical__Spasticity;Medical__Stress;Negatives__Anxious;Negatives__Dizzy;Negatives__Dry Eyes;Negatives__Dry Mouth;Negatives__Headache;Negatives__Paranoid
1.904350323;1.482902254;52.85060645;34.71876722;1024;;;86.37316562;20.23060797;;;100;71.90775681;;;;;22.43186583;;55.64516129;;94.35483871;;83.06451613;;;;;100;;;72.58064516;1.658767773;0.829383886;15.52132701;100;0.829383886;
0.269184564;0.399586147;30.31807727;20.85040581;24k-gold;;57.70574495;50.95993239;;;;100;;94.97774022;;;;69.97091921;;100;;;23.66704899;;25.70866787;28.78256595;;;;;;82.66317112;20.25708842;21.2823138;67.48002161;100;34.30310269;
0.200224;0.19223155;30.39738738;22.49042941;3-kings;;34.86869917;;41.66397716;42.62583469;;;;100;;;;40.36301485;;54.97569476;;26.70955569;30.8368601;;;;;;42.46406625;;;100;9.654570651;67.28301596;12.62254273;100;;13.61571627
0.058876923;0.10463356;16.89463692;4.126889499;3x-crazy;;;;;;25.65681062;82.02593042;;100;36.62593664;;;38.18362715;;94.98950181;;;21.73124642;;91.63962588;;;;39.39683146;;;100;13.36633663;5.862428348;100;64.87754039;;11.41219385
0.170451287;0.157063294;28.60125796;16.32286692;501st-og;;;;64.4877973;36.43712109;;70.5891497;;100;;;;54.07274988;;;;62.0367971;71.7025136;;74.99352164;;;;95.51697331;;;100;4.415841584;0.99009901;100;70.47524752;2.475247525;
0.2242792;0.210202663;25.8092368;15.54791038;5th-element;;;;67.54491018;;;57.1257485;;100;59.76047904;;;38.32335329;;;;;;63.4751773;67.37588652;;100;;82.62411348;;;82.62411348;;16.66666667;73.68421053;100;16.66666667;33.33333333
0.16287;0.557430115;22.6125037;11.91613379;707-headband;;40.59089431;;100;;;37.54616756;;72.54577679;;;;47.13843082;;74.00717415;;53.44127641;;;;;47.94629312;;98.04530396;;;100;30.70447218;;35.72611175;100;8.802513482;27.36558775
0.546965;0.761993639;30.1901925;21.72792308;8-ball-kush;;13.23024055;;79.72508591;;;100;;93.64261168;;;;99.65635739;;82.45614035;;71.45135566;;11.64274322;;;;;100;;;90.59011164;;2.985074627;11.94029851;100;5.970149254;2.985074627
0.078333333;0.137610562;18.87602833;2.837485386;818-og;;;;87.85578748;;;97.34345351;;100;92.03036053;;81.02466793;;;;;;;90.71274298;100;;;96.9762419;100;;;96.9762419;;;100;65.11627907;;67.44186047
0.277363227;0.970600718;28.39607239;19.95525178;9-pound-hammer;;;;55.63747061;;;42.10646727;24.14189566;100;75.56150594;;;;;58.4008337;;;;;89.31434941;;50.85654943;;100;;;86.80333577;29.21414147;52.91960851;76.07306575;100;40.06603482;
0.222872727;0.382160127;24.72745509;18.39466416;91-krypt;;;;52.63157895;;;52.63157895;36.84210526;100;;;31.57894737;;;80;;53.33333333;;;;60;;46.66666667;;;;100;;71.42857143;42.85714286;100;;
0.32;0.152315462;18.74944286;1.063156388;a-10;;;;100;56.99710675;;;94.38099589;99.93908939;50.75376884;;;;;;100;;50.07488767;;56.6650025;50.22466301;;53.51972042;;;;;;2.466982308;95.51457762;100;1.794168951;2.915524545
0.2631;0;72.4274;0;a-dub;;;;58.72040755;;;99.1759065;;100;;80.43152532;;91.60922985;;78.69520897;;;57.69622834;;;;;63.91437309;100;;;87.5637105;1.791782515;;100;96.13839975;1.791782515;
0.530903474;0.428209137;25.27628571;18.56278777;a-train;;12.09938783;;100;;;92.94202377;;12.27943824;;;80.48253511;;;74.19354839;;;;;48.38709677;45.16129032;;;70.96774194;;;100;0.869565217;95.2173913;11.56521739;100;;1.956521739
0.336898467;0.507710867;21.07790103;13.4230242;abusive-og;;;;76.63085785;;;77.33146505;21.03378484;100;29.17639732;;;;;;;;;;67.68499661;57.50169722;46.43584521;;100;;;96.94501018;24.05259087;19.56689869;69.99226605;100;3.480278422;
0.310620942;0.665296603;26.85085715;19.00311642;acapulco-gold;;;71.20904985;100;;;91.71662528;;88.0733945;;;;89.99759706;;98.01680209;;85.60804297;;;;;;60.73268145;70.40077124;;;100;10.36345947;24.90010077;72.89342924;100;6.089509712;
29.55252506;24.06931437;7.49081358;11.37323534;acdc;;;;36.34765504;52.69425038;;76.8727748;;100;;;;67.49100918;;44.06442488;;;;57.33008634;;;39.55843772;;100;;;81.09215273;6.818938692;8.510150879;21.31263916;100;8.219267191;
0.485767764;3.117755831;25.15340612;21.17969323;ace-of-spades;;;;77.67355982;37.5028535;;75.35316235;;100;;;;54.20051699;;77.74078532;;;;;100;72.23721334;;66.78605632;;;;92.19275767;5.716781558;12.56482418;18.59821654;100;3.895380091;
0.158333333;0.105150686;16.88516667;3.792947908;acid;;67.1009772;58.11074919;100;;;95.89576547;;;;;;52.05211726;;71.82497332;;;65.42155816;;11.52614728;;;75.34685165;;;;100;;1.997336884;100;100;69.24101198;
1.396857333;2.687871031;32.04375067;24.77954152;afcrack;;57.69230769;;;;;100;;100;50;;61.53846154;;;13.04347826;;100;8.695652174;;;;;;8.695652174;;;60.86956522;8.333333333;;4.166666667;100;;4.166666667
0.107227778;0.083610156;20.74685333;13.59135668;afgahni-bullrider;;61.67741935;;;100;;84.77419355;;84;;;;90.06451613;;77.11864407;;32.83898305;;;59.53389831;;;;41.94915254;;;100;;9.633027523;49.31192661;100;5.504587156;16.51376147
0.118509091;0.242255464;15.85520273;13.69597291;afghan-diesel;;;;15.69606212;10.98169717;97.78147532;100;;98.33610649;;;;;;18.51851852;;;;;20.57613169;;;14.40329218;100;;;45.26748971;4.587155963;9.174311927;95.41284404;100;;81.65137615
0.154;0.155016128;14.8558;0.993550399;afghan-haze;;94.56066946;;;86.27615063;94.9790795;100;;29.53974895;;;;;;18.9164371;;;91.82736455;;;85.67493113;;85.39944904;;;;100;27.89115646;10.20408163;63.94557823;100;8.163265306;
0.681024388;1.998001004;31.87332918;25.12069223;afghan-kush;;;;55.2891862;;;57.2476109;54.03817988;100;66.81561957;;;;;57.78474684;;;;;89.37648478;53.50467364;;;64.84210037;;;100;;22.78808475;39.45498636;100;3.031128913;6.890595352
0.152941176;0.12312416;33.90451471;29.22937436;afghan-skunk;;;;;;;59.87361769;33.49131122;63.03317536;100;;;29.54186414;;;;;;;33.89830508;100;;;28.24858757;;80.2259887;50.84745763;;4.178272981;86.0724234;100;2.78551532;38.16155989
2.072034916;7.924892273;27.55111888;22.33455763;afghani;;;;55.93551506;;;44.55403252;;100;78.54169975;;38.68180854;;;58.45237508;;;;;100;59.94781835;;;57.72733389;;;81.008117;14.37365822;56.58972214;64.71087026;100;;43.94772038
0.1002;0.156205433;29.82085;21.6159113;afghanica;;94.20289855;;100;;;92.75362319;;94.20289855;92.75362319;;;;;93.84615385;;;;;95.38461538;;;93.84615385;98.46153846;;;100;3.076923077;6.153846154;93.84615385;100;;1.538461538
0.763746667;2.36884749;40.32666038;27.03599936;afghooey;;;;34.96070956;;43.65517778;100;;76.28180191;56.08029254;;;;;60.84621794;;;;;52.55994815;;38.71863716;;100;;;78.09462087;4.207591144;34.55551856;38.67154986;100;;35.70417846
0.449600462;2.503304149;25.75411311;20.68018877;afgoo;;;;63.48474328;;;;;100;62.5750638;;40.24921183;38.3454061;;78.1045397;;;78.34979201;;78.09296437;;;;79.23747513;;;100;;18.7503268;49.28104575;100;4.721568627;6.520261438
0.403311654;1.337054685;26.41047395;19.71923086;afgooey;;;;34.96070956;;43.65517778;100;;76.28180191;56.08029254;;;;;60.84621794;;;;;52.55994815;;38.71863716;;100;;;78.09462087;4.207591144;34.55551856;38.67154986;100;;35.70417846
0.362298821;0.256365098;58.73735795;20.28634121;african;;;61.87989556;81.20104439;;100;80.54830287;;69.32114883;;;;;;100;;13.20754717;;;90.56603774;98.11320755;;;;;;100;;1.814882033;11.0707804;100;2.722323049;51.90562613
0;0;12.81297;0;afternoon-delight;;;;100;;;;;95.8677686;75.20661157;;33.05785124;95.04132231;;95.45454545;;;;50;;59.09090909;;;100;;;59.09090909;10.46511628;12.79069767;;12.79069767;100;15.11627907
0.381342005;1.873787966;24.79877628;20.3610506;agent-orange;;;;71.23598715;65.98167321;;100;;92.00285612;;;;94.42484827;;100;;40.86357123;;;27.92162026;;;;35.56364481;;;81.69228982;26.0952381;;76.75330261;100;48.45714286;12.99293395
0.345905571;2.652793296;27.01913495;21.37385247;ak-47;;70.15309459;;71.6505269;;;92.79342826;;100;;;;67.00077602;;69.42978564;;;;;38.95330411;38.08925763;;;41.49236261;;;100;27.24297424;22.90671607;38.58591405;100;;17.79466448
0.322186071;0.315687076;39.49966736;26.04054969;ak-48;;19.0109848;96.65480155;;;;100;86.32831936;;;;;94.1325066;;83.88001121;;;44.9116905;;;;;25.28735632;61.03167928;;;100;2.495910259;3.463426034;100;13.31619537;;5.529329283
0.639124444;1.303222106;33.53098111;17.60113329;alaska;;100;40;43.87096774;;;41.29032258;;43.87096774;;;;;;94.44444444;;27.77777778;;;;30.55555556;;;36.11111111;;;100;;14.28571429;10.71428571;100;28.57142857;14.28571429
0.304308772;0.673216034;27.47419053;23.18475764;alaskan-ice;;;51.73333333;100;;;88.53333333;;66.66666667;;;;76.2;;73.2503888;36.85847589;;;;;34.83670295;;;51.01088647;;;100;;37.34513274;20.7079646;100;2.300884956;6.902654867
0.363692953;1.035669677;26.2239329;19.14283863;alaskan-thunder-fuck;;;80.43443593;73.52160154;;;100;;66.49510636;;;;90.07144164;;66.20728345;;62.71417433;;;;49.81319143;;;52.18263521;;;100;15.13182904;31.78182807;32.8153429;100;;46.95347119
0.369416077;0.502945258;33.75716381;23.63750484;albert-walker;;;;90.12738854;77.70700637;;92.03821656;;100;;;;78.98089172;;100;;;;;94.092827;92.40506329;91.56118143;;;;;95.78059072;;78.08219178;82.19178082;100;79.45205479;76.71232877
0.699524395;2.173820535;28.76082997;26.2964057;alice-in-wonderland;;100;;92.5189853;77.3846071;;;;47.83756126;;;;46.67420693;;100;;88.43226788;;;;;;36.98630137;65.60121766;;;90.1826484;51.3215859;1.321585903;71.52793879;73.51031764;;100
0.235300577;0.273019568;33.88826673;20.08405105;alien-asshat;;84.30493274;;100;;84.30493274;64.57399103;;;;;;55.60538117;;94.68085106;;89.36170213;;;;78.72340426;;;15.95744681;;;100;;100;;100;;
0.214005;0.249246359;25.842115;13.50908094;alien-bubba;;41.34615385;;61.53846154;;39.66346154;;;100;41.34615385;;;;;76.87861272;;;;;76.30057803;;63.58381503;;74.56647399;;;100;6.557377049;37.70491803;22.95081967;100;11.47540984;
0.433570763;1.436679791;22.36348944;14.51262828;alien-dawg;;;;78.79361691;;;72.44151418;;100;52.56924481;;42.64516018;;;52.52034731;;;;;;48.8685146;48.11095356;;100;;;84.24855772;;11.02070557;99.57495901;100;9.04730099;4.341490072
0.255811151;0.391330808;30.98359013;17.84660667;alien-kush;36.43915947;;;;;;34.81837433;;100;45.2761036;;74.8330347;;;;;50.8567145;48.55429428;;86.34611266;;;;100;;;71.57849647;;10.7275367;14.59912889;100;2.903694144;11.21148572
0.274461712;0.798924577;23.74726476;18.23592791;alien-og;;;;82.49605392;;;100;58.22316224;98.44897507;;;;87.60581708;;80.54937667;;;;;61.33912038;66.16839846;;;96.62188779;;;100;8.654529884;20.1069933;33.27802712;100;;13.12974531
0.210619442;0.400374241;24.05768831;11.04214444;alien-rift;;;;93.30097087;;84.66019417;;86.69902913;100;80.77669903;;;;;100;91.15250291;;;92.78230501;94.52852154;;;;99.18509895;;;;100;0.886075949;99.11392405;2.658227848;;5.189873418
0.17933848;0.37210591;24.92376048;16.32210838;alien-rock-candy;;;;94.98949538;;66.46846633;96.07959726;;99.78594363;;;;100;;49.35831622;;;;;55.28747433;40.88809035;;;99.15297741;;;100;4.345917471;32.61633011;47.10272169;100;;32.61633011
0.12278;0;68.29238;0;alien-sour-apple;;91.37931034;87.93103448;100;81.03448276;;;;;;;;91.37931034;;100;;54.34782609;;;65.2173913;;;;86.95652174;;;67.39130435;;;95.45454545;100;;
0;;20.17988;;alien-stardawg;;;;73.01587302;;;77.77777778;;100;;68.25396825;;77.77777778;;88.46153846;;;;76.92307692;;88.46153846;76.92307692;;;;;100;;;;100;;
19.96563844;18.225914;14.09809078;13.48974275;aliens-on-moonshine;;;;42.30769231;;40.38461538;51.92307692;;100;;;;63.46153846;;30.76923077;;;;38.46153846;;;;100;38.46153846;;;38.46153846;;50;50;100;25;
0.156008194;0.682093527;23.6258508;13.92427917;allen-wrench;;;76.38888889;69.02777778;100;;96.89814815;;;;;;96.75925926;;88.03921569;;71.76470588;;;;58.23529412;;;67.35294118;;;100;22.88401254;12.53918495;52.03761755;100;;11.28526646
0.741525714;2.565967995;32.68181333;21.92709116;aloha;;;;87.2250423;79.78003384;;75.38071066;;;;;89.34010152;100;;100;;18.79432624;;;;;;14.18439716;16.57801418;;;25.17730496;4.07239819;8.14479638;20.36199095;100;;
0.43998825;0.574952303;31.22964375;24.92028242;alpha-blue;;;100;49.52777778;78.75;;;;86.44444444;;;;90.72222222;;53.44705046;;43.28358209;;;;;22.81449893;;42.50177683;;;100;46.96132597;89.87108656;18.2320442;100;;83.79373849
0.18;0;88.9;0;alpha-og;;87.88257339;;91.81761399;9.931292942;;7.870081199;;100;;;;;;5.029392554;;;91.44350098;;3.657740039;;;;100;;;93.272371;;13.20754717;17.61006289;100;8.805031447;4.402515723
0.173062857;0.163075734;37.20211571;29.46136963;alpine-blue;;7.894736842;;100;;;;;100;97.36842105;;;7.894736842;;7.692307692;;;;7.692307692;92.30769231;;;;100;;;100;;;;;;
0.26139;0;28.81817;0;alpine-star;;60.72351421;;86.04651163;;;;;100;;;80.87855297;88.63049096;;23.79182156;81.78438662;100;16.35687732;;;16.35687732;;;;;;;100;;22.27272727;26.81818182;100;100
0;0;26.48949091;2.695170733;ambrosia;;85.28225806;;63.30645161;;;69.35483871;;100;;;;85.28225806;;100;;45.09090909;;;47.27272727;;;;53.81818182;;;71.27272727;5.976095618;3.585657371;55.37848606;100;;4.780876494
0.343104706;0.795274449;19.08706471;3.20306362;americano;66.66666667;66.66666667;;100;66.66666667;;;;100;;;;;;;;;100;;;;;100;100;;;;;;100;;;
0.205384615;0.265197749;22.05545385;7.455810041;amethyst;;;;;;82.35294118;100;82.35294118;91.17647059;;;;50;;82.35294118;;17.64705882;;;;;;;82.35294118;;;100;;;8.823529412;100;;
1.110236632;5.120379094;24.43779429;17.38190873;amnesia;;57.9735924;59.42153995;67.64239483;;;100;;62.24497542;;;;;;91.71216138;;48.12351305;;;;;;100;56.69691328;;;97.06993026;35.14990917;59.86813701;38.64768534;100;33.72992273;
0.338389843;0.958129008;30.26038321;19.06054013;amnesia-haze;;;69.82456015;84.47365355;;;100;;68.75654382;;;;95.82571792;;100;;59.66971098;;;44.93624664;;43.6675577;;;;;86.54893774;32.4635825;19.08294248;30.07136387;100;;43.4539654
0.18;;16.04183;;ancient-og;;;;86.15087041;;;88.54932302;76.71179884;100;;;;65.76402321;;44.42970822;100;;;;71.22015915;;;;42.70557029;;;46.15384615;;10.11673152;79.76653696;100;;5.058365759
0.2577;0.124176496;15.056435;1.27713921;anesthesia;;;;40.4040404;;;42.67676768;100;48.73737374;44.19191919;;;;;;;;;;100;93.38235294;;62.99019608;76.96078431;;;75.49019608;84.10596026;;100;29.8013245;86.09271523;94.0397351
0.26;0;67.27;0;angel-og;;;51.52224824;33.02107728;;;48.47775176;;100;84.54332553;;;;;;;44.89795918;;;100;;44.89795918;;55.10204082;;;10.20408163;;59.25925926;100;68.51851852;;
0.371771599;0.899593454;28.27401707;20.54465142;animal-cookies;;;;76.94798043;;;77.69259712;;100;43.47781631;;;54.97227569;;55.67118463;;;;;51.06635242;47.20598695;;;68.63774917;;;100;17.41759656;12.454219;25.40156727;100;;17.34392355
0.2607875;0.22749685;29.88350688;17.87947792;apollo-11;;91.44144144;91.44144144;99.54954955;;;93.69369369;;;;;;100;;90.4109589;;;87.67123288;;;;;89.04109589;93.60730594;;;100;;22.72727273;59.09090909;100;22.72727273;18.18181818
0.530552093;1.193363872;26.72054535;23.88012397;apollo-13;;24.05572755;26.22291022;35.3869969;;;34.73684211;;;;;;100;;91.59663866;;79.83193277;69.3877551;;;;;;60.6242497;;;100;;8.126036484;45.10779436;100;29.51907131;10.44776119
0.247099754;0.360561165;36.33254623;24.52882631;appalachian-power;;75;;100;75;;;;;;50;;50;;;;;;;;;;;;;;;;;;;;
0.41824627;0.799356865;27.37151989;19.90326403;apple-jack;;88.75968992;96.12403101;66.34366925;99.28940568;;;;;;;;100;;100;43.72003835;47.93863854;;;;81.20805369;;;48.99328859;;;;32.11805556;10.41666667;78.29861111;100;;26.38888889
0.378300833;0.489814436;25.348705;18.41449791;apple-kush;;57.66817707;;100;;;99.21575462;;90.86789822;;;;85.2736145;;88.13943894;;;;;47.31848185;19.080033;;;56.39438944;;;100;;72.62247839;85.5907781;100;3.705228489;1.852614245
1.9;2.031419865;49.45;27.00771495;arjans-strawberry-haze;;91.83050434;53.55965319;;56.75906704;;64.26914153;;;;;;100;;100;;48.97260274;47.7739726;;;;;;;47.60273973;;65.70672478;;29.62025316;49.11392405;100;2.784810127;37.97468354
0.67;0.703192719;30.59721063;19.01800542;atomic-northern-lights;;50.71895425;;;;;100;;62.15686275;;55.68627451;;54.44444444;;95.9697733;;;;;94.45843829;;;99.11838791;97.98488665;;;100;93.35347432;96.07250755;96.97885196;100;;3.625377644
5.376333333;7.798629638;2.187570667;4.932002221;atomical-haze;;;93.5483871;16.12903226;;;100;;16.12903226;;12.90322581;;;;100;66.66666667;;;;;;;33.33333333;33.33333333;;;66.66666667;;100;100;100;;
0.177299;0.304474086;30.78784333;20.84212522;aurora-borealis;;;;84.29319372;;;92.14659686;;100;;49.21465969;;53.92670157;;96.59090909;;;;;17.04545455;17.04545455;;;17.04545455;;;100;;;20;100;;
0.113660571;0.111597138;16.43756726;2.363874241;aurora-indica;;;;50.89041096;;;67.6369863;;100;64.55479452;;;40.89041096;;73;;;;;87.6875;;;54;80.125;;;100;;3.150912106;15.75456053;100;;12.60364842
0.464381705;0.606175605;29.27035057;18.68385882;b-52;;41.26984127;;100;;;93.91534392;;75.13227513;50.52910053;;;;;92.14659686;;;7.853403141;;81.67539267;9.42408377;;;;;;100;1.818181818;;96.36363636;100;;1.818181818
0.783333333;0.548482756;36.92066667;25.4165177;b4;;;;75;56.25;;100;;37.5;;;;87.5;8.333333333;91.66666667;;;;;;;;;25;;;100;;;;;;
0.313900689;0.508887861;25.91780694;18.29956765;banana-kush;;;;78.2568289;;;74.42483063;;100;;52.205894;;62.37597622;;65.26835547;;;45.7633914;;51.1695382;;;;67.92606113;;;100;15.74287516;23.36716555;43.07357073;100;;19.70525833
0.32645;0.251760129;27.55192727;16.02923055;banana-og;;;;78.86214344;;;76.09204169;63.13274585;100;60.90002305;;;;;68.77075514;;;60.2830584;;100;;;;96.63727341;;;87.80577922;26.99492304;51.57184302;25.97469579;100;;8.870577806
0.518313077;0.662275326;51.83395077;31.23510766;banana-peel;;33.33333333;;75;;;66.66666667;;100;;;;70.83333333;;;66.66666667;;77.77777778;;;;;66.66666667;100;66.66666667;;;;;;;;
0.2610406;0.569569973;32.62400602;26.27144451;bananas;;74.80314961;;80;79.21259843;;91.18110236;;100;;;;;;89.89169675;;;;83.03249097;;;91.33574007;;94.0433213;;;100;;6.329113924;41.7721519;100;;58.2278481
0.1779275;0.086444273;35.57855;23.11012061;bango;;57.14285714;;;100;;;;100;85.71428571;;;100;;100;;;;;100;100;;100;;;;;;;;;;
0.14;0.134164079;16.8959;3.01129329;barbara-bud;;;;13.04347826;;76.08695652;92.75362319;12.68115942;100;;;;;;82.75862069;;;;;86.20689655;75.86206897;;;75.86206897;;;100;50;75;78.125;100;43.75;
0.339;0.228217002;13.05980367;6.867750635;batgirl;;;;100;;;;;100;;;;;;;;;;;;;;;;;;;;;;100;;
0.3461215;0.44656023;24.0635667;18.51966694;bay-11;;;29.11392405;;93.24894515;72.29254571;100;;;;;;88.95921238;;100;;37.33333333;;;57.33333333;;;;42.66666667;;;42.66666667;;9.6;22.4;38.4;100;9.6
2.919979962;10.67257405;25.73136371;18.98706309;bay-dream;;;76.63934426;79.30327869;;;100;56.76229508;;;;;61.8852459;;78.78787879;;;;;51.51515152;62.12121212;;;62.12121212;;;100;100;20.40816327;12.24489796;64.28571429;17.34693878;
0.258635;0.085984776;76.6603;5.460809786;bc-big-bud;;55.19067797;;77.96610169;;;77.22457627;;100;;;;39.08898305;;27.61341223;;;;;;24.85207101;39.64497041;;93.09664694;;;100;;14.98470948;89.29663609;100;50.76452599;12.8440367
0.341444176;0.570852968;23.88486264;7.80877527;beast-mode-og;;;86.8887314;;;;23.03330971;;29.55350815;;100;;21.54500354;;;;35.86956522;;59.05797101;;61.5942029;;;43.47826087;;;100;10.98039216;30.58823529;66.66666667;100;;10.98039216
0.0877;0.204823072;25.610325;4.864796605;bell-ringer;;;;77.77777778;;;11.11111111;22.22222222;100;88.88888889;;;;;12.5;;;;;100;25;;12.5;;75;;;;;50;100;;
0.04154;0.024585499;13.809094;2.280679751;belladonna;;;93.02325581;30.23255814;;;100;;93.02325581;;;;20.93023256;;75;;62.5;;;50;;;;75;;;100;;20;20;100;10;60
0.202696176;0.17139284;20.09740044;10.94175768;berry-bomb;;;;19.68325792;;;21.71945701;;100;17.19457014;;18.09954751;;;28.83211679;100;;;;29.5620438;28.10218978;;;;;;57.66423358;46.15384615;23.07692308;38.46153846;100;;30.76923077
0.028333333;0.03250641;18.11816667;3.408040278;berry-og;;;;100;;;98.53836784;50.66991474;49.6954933;67.96589525;;;;;;;51.06382979;100;;62.36702128;;;;62.89893617;;;75.79787234;45.51282051;;29.80769231;100;1.282051282;44.23076923
0.287380444;1.029021381;27.32933515;20.42206935;berry-white;;;;65.73148875;;;78.22617846;;100;45.32280993;;;50.03795302;;71.47859211;;;34.58542779;;62.14580568;;;;63.37572762;;;100;13.68647577;5.998357933;72.6154595;100;;7.625180855
0.737474099;1.266616783;35.04485905;24.22506251;bettie-page;88.69653768;100;68.02443992;;;;;;70.57026477;;;;75.76374745;;85.83916084;;98.25174825;;;;;84.09090909;;88.46153846;;;100;91.52542373;45.76271186;5.649717514;100;;
0.103146479;0.109587511;23.48722817;18.11043931;bhang-cherry-pie;;;;74.58216642;;52.85847855;100;;98.79880576;;;;64.63702335;;85.19390426;;;43.12637376;;42.55747354;;;;54.30654995;;;100;29.1388906;27.94342114;82.22464475;100;29.35950601;
0.289534267;0.427737535;24.45824133;17.37924771;bianca;;;;67.85714286;;;39.28571429;39.28571429;100;50;;;;;100;;;;;87.5;87.5;;50;;;;87.5;;;;100;;
0.04;0;20.035;0.784888527;biddy-early;;16.66666667;;100;;;95.83333333;;91.66666667;83.33333333;;;;;13.63636364;;100;;;95.45454545;;;;18.18181818;;;100;100;100;;;;
0.132395349;0.285894015;21.74866965;19.91288816;big-bang;;;;14.20696567;;;15.5850664;;100;93.30994738;;9.797043348;;;;;;;;100;3.55987055;;;6.796116505;4.942630185;;6.148867314;7.221006565;43.98249453;97.59299781;100;;43.98249453
0.366110831;0.753660842;22.60930117;17.09985126;big-bud;;;;;57.64407359;;32.42570634;65.84199483;100;94.07114625;;;;;76.48607976;;14.13970404;;;38.15525458;;;;100;;;85.48407324;13.46009678;72.94350167;26.10236489;100;;10.42731548
0.478597444;1.505734464;30.74910348;22.04748071;big-budda-cheese;;69.33829399;;87.64253114;;;83.45057163;;100;;;;61.24508578;;86.89568658;;39.96912091;;;;40.779697;;;84.15323748;;;100;;11.163769;17.42591656;100;7.361750845;2.683777523
0.73;0;20.73;0;big-kush;;;;92.10526316;;;;;100;84.21052632;;81.57894737;28.94736842;;72.72727273;;;;;45.45454545;;;100;100;;;81.81818182;;;25;100;;
0;0;12.880055;9.701427256;big-mac;;;;;;;;91.66666667;100;91.66666667;91.66666667;91.66666667;;;100;83.33333333;;;;91.66666667;83.33333333;;;;;;100;100;100;;100;;
0.464389551;0.379822527;27.45275446;18.21802967;big-wreck;;;;79.73421927;;;31.22923588;;100;73.75415282;;48.50498339;;61.77777778;35.11111111;;;;;97.77777778;;;;69.33333333;;;100;;1.769911504;4.424778761;100;1.769911504;1.327433628
0.348276;0.250063111;25.06752114;3.421471034;bio-diesel;;59.08928145;;82.36452614;;;87.40749582;;100;;;;93.67987587;;86.04087288;;;;;;61.72497402;;61.57776238;45.07273987;;;100;8.396124865;48.17776411;43.96432416;100;;5.766569276
0.361019415;0.964892443;21.94957666;21.00184961;black-84;;;;50;;;60;35;100;85;;;;;63.63636364;;;;;100;54.54545455;;;90.90909091;;;90.90909091;;11.11111111;22.22222222;100;;
0.419512063;0.806316359;45.40117365;28.99412975;black-afghan;;;;78.1462141;;;68.90339426;72.81984334;100;88.79895561;;;;;84.76340694;;;;;89.68454259;82.39747634;;70.3785489;100;;;;;26.81818182;46.36363636;100;;30.90909091
0.295558448;0.942908119;28.6376397;18.6719173;black-betty;;;;100;53.37278107;;49.11242604;;95.0295858;;;;88.04733728;;84.57564576;;15.94095941;;30.33210332;;;;;36.53136531;;;100;62.29357798;3.853211009;23.02752294;100;;4.495412844
0.330204091;0.468918618;23.80106909;23.49460618;black-bubba;;;;;;;25;100;25.96153846;13.46153846;;11.53846154;;100;;;;;;4.166666667;;;;3.125;3.125;;7.291666667;;80;;100;;20
0.131590769;0.297876223;34.63315795;25.86141814;black-cherry-cheesecake;;;;79.63224894;;;90.05186233;53.22960868;100;;;;96.60537482;;100;;73.54651163;;;;100;;66.71511628;;;;78.34302326;;100;82.44274809;92.7480916;1.717557252;1.717557252
0.491970106;2.670224115;28.41564661;19.82638615;black-cherry-og;;;;65.04065041;;;81.30081301;;100;70;;;57.15447154;69.41838649;73.92120075;;;;67.16697936;75.04690432;;;;100;;;;12.39470517;11.67268351;;100;31.40794224;41.63658243
0.290282571;0.49575187;34.36740943;23.41189876;black-cherry-pie;;;53.33333333;100;;;78.33333333;;85;;;;76.66666667;;;;65.2173913;;;;91.30434783;;34.7826087;100;;;100;;;;;;
0.399169086;1.159486868;28.69121958;18.23054366;black-cherry-soda;;;52.2412863;66.65943238;;;54.18710354;;100;;;;42.11286732;;46.6811524;54.81236174;;;42.72026388;;;;;100;;;88.40268597;5.280665859;4.218686932;66.37994627;100;;3.16645093
0.169505246;0.143092571;31.07414377;21.71183946;black-diamond;;;;49.50528986;;;89.22148847;;100;53.83086169;;;50.01256769;;78.39469684;;;;;51.28356697;30.74227326;;;56.38405675;;;100;25.20496344;;51.0469754;100;20.25814314;22.70108575
0.126974868;0.173592462;27.5430934;16.30587581;black-diesel;;;;;;;100;51.23239437;100;42.6056338;50;;;;62.96296296;;40.74074074;37.03703704;;;;;;81.48148148;;;100;;25.92592593;51.85185185;100;22.22222222;14.81481481
0.578325556;1.995297348;22.1061062;15.93677695;black-domina;;56.58359498;;;;;43.87755102;69.62323391;100;87.69623234;;;;;67.66707921;;;;;65.37747525;59.43688119;;;88.0259901;;;100;;4.846225536;16.82865131;100;1.491146319;2.050326188
1.002677792;2.725889787;19.57762164;18.32418105;black-haze;;93.63636364;;98.18181818;;;97.27272727;;100;;;;96.36363636;;99.00990099;;;5.940594059;;;97.02970297;;;8.910891089;;;100;20;20;50;100;10;
