CBDmax_mean;CBDmax_std;THCmax_mean;THCmax_std;LeaflyStrain;Effects__Aroused;Effects__Creative;Effects__Energetic;Effects__Euphoric;Effects__Focused;Effects__Giggly;Effects__Happy;Effects__Hungry;Effects__Relaxed;Effects__Sleepy;Effects__Talkative;Effects__Tingly;Effects__Uplifted;Medical__Cramps;Medical__Depression;Medical__Eye Pressure;Medical__Fatigue;Medical__Headaches;Medical__Inflammation;Medical__Insomnia;Medical__Lack of Appetite;Medical__Muscle Spasms;Medical__Nausea;Medical__Pain;Medical__Seizures;Medical__Spasticity;Medical__Stress;Negatives__Anxious;Negatives__Dizzy;Negatives__Dry Eyes;Negatives__Dry Mouth;Negatives__Headache;Negatives__Paranoid
0.165914661;0.193627028;20.76697451;11.03472269;bubbleberry;;65.05576208;;50.92936803;;80.66914498;100;;75.27881041;;;;;;59.30232558;;58.13953488;;;;51.9379845;;;53.87596899;;;100;;13.92405063;100;50.63291139;44.93670886;42.40506329
0.251578125;0.327918091;26.66272266;16.36372236;bubblegum-kush;;;;53.42812724;;;65.9510542;;100;77.45209356;;;42.32536203;;92.77279169;;;;;55.75342466;54.84648087;;;67.48700992;;;100;31.34476759;47.28312205;62.48073577;100;42.51056426;
9.066356;2.651236296;5.083051333;3.555816073;bubblegun;68.53932584;;;29.21348315;84.26966292;;100;;;;68.53932584;;;;18.82352941;;67.05882353;;;21.17647059;;;;90.58823529;;;100;;25;58.33333333;100;33.33333333;25
0.27817;0.604354552;23.79963906;13.27801507;bubblicious;;;;;;100;79.67032967;;93.43891403;;60.08403361;;58.53264383;;100;;;87.72107125;;96.96816574;;79.23193532;;;;;93.78473977;48.50894632;;100;76.89860835;7.872763419;55.78528827
0.209300315;0.178175906;22.54830828;14.34250262;buddha-tahoe;;;;72.57325371;;53.15928343;100;;78.04471601;;;;62.72739897;;99.2415793;;;85.38924827;;62.14588445;;;;65.5587776;;;100;19.57753735;12.41628027;13.29211747;53.32302937;100;
1.202577778;3.187959755;23.19840578;12.21334216;buddhas-sister;;;;;;;52.37020316;;100;60.06395786;;39.2400301;17.66365688;;;;78.53982301;83.81268437;;93.73156342;;;;100;;;96.09144543;;72.63681592;21.54611558;100;67.85304248;71.94795254
0.184751469;0.230647342;32.0383465;24.90408666;buffalo-bill;;;;100;;;66.66666667;;88.88888889;;;55.55555556;66.66666667;;100;;50;50;;;;;;50;;;75;20;20;40;100;20;
0.191666667;0.067532259;77.11666667;9.187704564;burkle;;;;;;;30.98039216;68.62745098;100;80.39215686;;76.07843137;;96.96969697;;;;;;100;89.8989899;;;17.67676768;;;17.67676768;;;100;12.37113402;1.030927835;
0.40024474;1.655391014;26.41151401;21.4354953;burmese-kush;;68.19487289;;74.86969471;;;55.65897245;;100;;56.68014041;;;;;;;;;55.70162544;;36.59120501;;57.08765593;;33.12612877;100;100;;20.78470601;66.46659998;14.78270535;91.33044348
0.062869667;0.057015927;20.58362;2.581259617;c4;;;;87.22833378;;;87.02709954;47.7864234;100;;;;50.22806547;;72.86585366;65.70121951;;47.71341463;;;;;;68.29268293;;;100;;43.69747899;100;84.66386555;12.60504202;9.453781513
0.723260046;0.873477731;28.99205673;14.9822157;cactus;;53.44632408;;94.14850364;;;89.22973899;;100;;;;55.2400389;;66.60408771;50.92982891;;;;69.11905352;100;;;;;;74.41465056;100;6.812444312;12.25126225;22.44208494;;59.5040095
0.339;0.361240571;25.91900694;11.84019268;cali-kush;;;;41.2601626;;;94.57026713;36.8466899;100;;;;38.7340302;;100;;;39.32986337;;;64.63890696;;;9.352635003;;;39.5575797;;3.866755942;35.420154;100;2.142618011;0.920656177
0.123642353;0.075187828;39.79586353;25.40011761;california-hash-plant;;;66.66666667;50;;;66.66666667;;;;100;;66.66666667;;66.66666667;;66.66666667;;33.33333333;;;;;33.33333333;;;100;87.5;;75;100;;12.5
0.062666667;0.089719138;25.28756787;18.0074488;california-orange;;;;59.41196923;;34.29879833;100;;73.74095778;;;;63.40504923;;72.64251868;;;;;;39.16578468;;36.52152579;100;;;33.39999372;33.63351486;14.58299831;27.62350978;100;;12.09693893
0.13;;20.33;;cambodian;100;;11.76470588;;;;;97.05882353;100;97.05882353;;;;;;100;3.125;;;;;;;;;;;100;;3.125;100;;
0.176866;0.147101856;25.499638;20.72732876;candy-jack;;;76.21224762;100;;;99.97330219;;75.9352578;;;;70.88603371;;79.08055673;;45.81751722;38.19063686;39.51919022;;;;;;;;100;21.41036534;50.75993581;100;90.54092325;50.49561031;
0.310478604;1.001730471;27.37811876;17.58752788;candyland;;;85.60912101;88.68859423;;;100;;62.4820622;;;;85.56545558;;100;;56.78352797;;;;27.56219115;;;53.77774658;;;93.70094057;29.63174942;;51.01949203;100;27.37880703;22.8008477
18.98142195;14.63763298;7.645068049;7.910668698;canna-tsu;;;;23.43336003;31.81342042;;73.19613038;;100;;;;40.12570091;34.76915303;59.19282511;;;50.89370303;;;;;;79.20798333;;;100;11.21741999;11.97624546;93.92939624;100;1.51765094;
0.466695946;1.053670768;25.14665676;20.45619348;cannalope-haze;;100;74.35643564;83.26732673;57.52475248;;79.6039604;;;;;;;;100;;37.89473684;;;;45.73099415;;;25.26315789;;;86.43274854;;4.458598726;9.872611465;100;42.99363057;41.40127389
0.289663964;0.398221956;26.61371452;18.47561006;cannalope-kush;;;;;55.92807071;;81.10332216;93.56903383;;;;100;89.85065529;;100;;67.32736573;;;;;;29.79539642;42.26342711;;;85.54987212;43.7697755;86.6355281;97.28793129;100;;44.22178695
0.209747143;0.023451124;18.61795714;1.92481234;cannasutra;52.63157895;;;100;;;89.47368421;;100;89.47368421;;;;;;;;88.88888889;;55.55555556;;44.44444444;;100;;;50;;;;100;;
15.44723357;16.43918773;17.50284278;17.28690632;cannatonic;;;;32.47466726;38.04887611;;76.40435884;;100;;;;65.6851904;;85.43742611;;40.20942408;;66.09778754;;;;;84.40803918;;;100;16.9117083;;31.93126902;100;31.64488992;28.91150375
0.087478261;0.056337352;21.14961278;13.22551141;caramel-candy-kush;;46.5060241;;;;;62.1686747;55.90361446;100;;;;48.91566265;;100;;;65.94827586;;;42.67241379;;;51.29310345;;;85.34482759;5.617977528;71.91011236;77.52808989;100;5.617977528;
0.756516;1.598970814;36.1538;23.74235504;caramelicious;;;66.34499397;100;;;88.29915561;;79.01085645;;;;58.02171291;;53.3492823;39.95215311;;;;;;;11.72248804;100;;;71.77033493;;10.56603774;23.77358491;100;7.924528302;7.924528302
0.42417;0.064466931;56.34817;12.7370744;caramella;100;;;100;;;;;100;;;;;;;100;;;;100;;;;100;;100;;;;100;;;
0.303957143;0.158571351;29.08823;19.84645442;caramelo;;;100;;;;100;;96.20253165;;84.81012658;;84.81012658;;80;;;;;40;60;;;100;;;80;;100;;50;;
0.261771326;0.180189741;31.24972726;20.54039934;carl-sagan;;65.38461538;;61.53846154;;;100;;98.07692308;;;;55.76923077;;93.75;;18.75;;;;;12.5;;12.5;;;100;;7.142857143;7.142857143;100;;
0.256703297;0.567722653;32.11362308;24.00334419;carnival;;;96.55172414;51.72413793;;;51.72413793;;;;100;;100;;100;100;100;;;100;100;;;;;;;;100;;;100;
0.506251754;0.972590422;35.21084386;24.56221529;cascadia-kush;60;;;;;;;;100;95;;85;60;;100;;;60;;60;;;;100;;;100;83.33333333;100;;100;91.66666667;83.33333333
0.418947368;0.540954863;34.934624;27.52167093;casey-jones;;;73.74982906;;;74.93732051;100;;;;83.2634362;;76.27980125;;92.95626983;;;43.06525038;;;;44.78686715;;51.3339771;;;100;16.84055027;4.099344474;16.03268396;100;;13.78912381
0.2396026;0.195347833;25.80200633;14.09849615;casper-og;;;;32.69230769;;;57.69230769;;100;67.30769231;;;40.38461538;;;;;;;100;29.03225806;;;29.03225806;29.03225806;;41.93548387;;;100;100;;
0.16631;0.225843651;18.924005;4.363015988;cat-piss;;79.11283588;72.34857788;;;;87.00201405;;76.94650489;;100;;;;64.67958271;;;;;;;97.80178838;63.23894685;67.93343269;;;100;;24.86835807;29.89468645;100;12.43417903;15.70129248
0.188109375;0.21476088;27.79815406;13.73431776;cataract-kush;;100;83.79616984;93.55974385;;;85.14977693;;;;;;85.1649519;;44.34545512;;;;;43.06458261;;;24.61240925;75.55245553;;;100;2.302565138;18.14784892;83.57907493;100;;3.453847708
8.058280429;5.045265593;9.56287581;6.441093153;cbd-critical-cure;;;;24.14384897;38.95779702;;25.29838521;;100;;;;34.31624932;;;;;;20.25249868;72.40049097;;50.23671752;;77.36279151;;;100;21.02607233;11.35407906;23.29688814;100;23.29688814;
14.27268769;12.9026098;15.51848923;12.09475583;cbd-kush;;;;70.05577006;29.68682969;;96.65379665;;100;;;;24.36722437;;;;;;85.2398524;;;72.00184502;;100;;59.96309963;31.59594096;;4.744525547;;100;4.744525547;
14.74;;6.16815;;cbd-lilly;;;50;50;100;;100;;;50;;;;;;;100;;;;;;;;;;100;;;100;;;
9.84016;15.18072315;28.54306091;24.04699339;cbd-mango-haze;;;62.31884058;60.50724638;100;;;;76.8115942;;;;77.89855072;;50.43478261;;66.08695652;;79.13043478;;;;;69.13043478;;;100;;;78.02197802;100;;36.26373626
5.147597857;5.153457297;13.79038357;7.396778017;cbd-ox;50;;;25;100;;50;;;50;;;;;100;;;66.66666667;;33.33333333;;;;100;;;100;;100;100;100;;
7.662;4.561934544;26.104725;36.24818565;cbd-shark;;;;;;;53.73678454;;100;80.45935108;56.17936566;47.32045206;;;;;;;;65.08718726;63.22971948;63.76042456;;100;;;77.93783169;11.28834356;60.12269939;37.3006135;100;;11.28834356
0.41818552;0.353239546;28.81107013;25.68683266;champagne-kush;;;;100;86.26276858;65.23423741;98.62627686;;43.57168017;;;;;;42.34282644;82.85867813;100;;;;;;;36.48576034;;;47.77001612;;6.846188955;87.72250114;100;4.107713373;2.282062985
1.142281;1.863394116;33.5647521;21.67186896;charlie-sheen;;;;100;;79.47392428;;;57.97476053;;;68.4810704;83.07739091;;79.73358706;;;;;19.5432921;82.09324453;;;26.77450048;;;100;1.896964856;10.06389776;25.25958466;100;;8.92571885
16.31540117;22.12347051;9.606717003;12.83663029;charlottes-web;;60.43706294;57.15034965;;67.65734266;;;;100;;;;76.97552448;;95.99885682;;;;97.77079165;;;65.53300943;;100;;;94.99857102;7.184466019;97.81553398;60.87378641;100;;52.37864078
0.327568013;1.035961874;26.39829141;20.69803431;cheese;;;;66.9839925;;;90.9219119;55.97300843;100;;;;70.07047798;;72.84380783;;52.8762893;;;64.91239371;;;;70.10884417;;;100;11.50395377;14.69240765;58.28674519;100;;7.598429551
0.186343035;0.399347742;21.99999767;17.09166998;cheese-candy;;;;50;;;52.81690141;69.71830986;100;;;;69.71830986;54.21686747;98.79518072;;;;;;83.13253012;;;67.46987952;;;100;4.938271605;2.469135802;54.32098765;100;;2.469135802
0.214916919;0.313783083;26.04253167;19.10873501;cheese-quake;;;;59.90897477;48.2753114;;100;54.19594379;66.36857234;;;;;;89.18382983;;;;;;49.99774663;;81.52237595;92.70809861;;;100;;17.72087068;84.57533077;100;79.73538199;2.074263764
0.284715789;0.31811089;28.63418947;17.54678248;cheeseburger;73.91304348;73.91304348;;;;;;;86.95652174;;;100;100;;13.04347826;;;;26.08695652;;;60.86956522;;100;;60.86956522;;50;50;25;100;;
0.223258656;0.287914668;34.41257209;23.21219407;cheesewreck;;;83.98058252;100;83.25242718;;;;;;72.08737864;94.90291262;;;100;;84.43804035;;;;29.39481268;;;45.24495677;;;31.41210375;1.718213058;100;18.55670103;21.99312715;;18.90034364
0.385180718;1.328102354;23.47734869;16.95924994;chem-dog;;;;12.38938053;;;92.47787611;86.28318584;100;93.80530973;;;;;17.64705882;;;;;100;41.17647059;;;58.82352941;;;58.82352941;;95.36082474;5.154639175;100;90.20618557;86.59793814
0.045625;0.072292807;25.26126863;22.83019388;chem-valley-kush;;;85.70536829;;;;100;85.08114856;;;85.39325843;;88.20224719;;87.18703976;;84.24153166;;;;100;;17.23122239;;;;75.84683358;;28.57142857;42.85714286;100;9.523809524;14.28571429
0.313685864;0.619339413;31.20699332;18.52051989;chemdawg;;51.45491321;;79.68854772;;;95.09954786;;100;;;;71.94013099;;79.4933105;;;;;38.32550672;;42.34993879;;80.55301693;;;100;;35.96630291;54.21353075;100;27.58986856;18.99097507
0.431565952;1.374356503;29.25298607;15.83405823;chemdawg-4;;;;77.98100329;;;82.44446544;;100;72.70898857;;;47.1916634;;81.50471112;;;;;66.96524305;;25.22749054;;92.54760933;;;100;4.941033646;18.00901838;61.97103711;100;;10.97901492
0.311554594;0.510339031;23.93150462;13.70451818;chemdawg-91;;43.97238357;;100;;;87.94476714;;98.66178568;;;;79.00768669;;60.41971879;;44.28927491;;71.59192526;;;;;100;;;92.43136285;32.35121987;1.646000219;23.60364315;100;1.234500165;
0.190655;0.294101612;31.8791325;18.15375501;chemdawg-sour-diesel;;;;61.56521739;100;;88.34782609;;57.91304348;;;;78.43478261;;100;;93.84615385;;;;53.07692308;;;40;;;83.84615385;1.441441441;3.603603604;4.324324324;100;;1.441441441
0.303189721;0.45295041;31.0889803;23.15931211;chemmy-jones;;;52.90957923;100;;;60.02685765;;60.51924799;;;;56.84870188;;21.37643379;;;55.57872784;48.90510949;;;;;100;;;76.95516163;7.699901283;100;61.69792695;61.994077;;3.849950642
0.339220903;0.387659117;26.09413006;19.55994887;chemo;;;;59.71573209;;;;72.31016355;100;92.5963785;;63.94275701;;;68.02499967;;;;;56.53202257;43.13367952;;;76.22256577;;;100;;57.18353949;56.57703093;100;43.40992587;40.35129671
0.10843;0.162112545;23.56775254;18.32246161;chemwreck;;;;;100;;40;;61.86046512;;78.13953488;;37.20930233;;95.87155963;;72.93577982;;27.06422018;;;;;28.44036697;;;100;1.5;;1.5;100;1.5;1.5
0.560933043;2.392716233;27.83047806;19.76545606;chernobyl;;;;74.89145189;;;89.92997186;;66.86473512;;66.0646704;;100;;100;;54.60916442;;;;;27.65929919;;70.84204852;;;62.03126685;6.049923645;5.633179671;11.80013416;100;;15.572238
0.649993031;1.58198997;26.83775067;19.39008944;cherries-jubilee;8.163265306;;;100;;;10.20408163;;16.32653061;;;;16.32653061;;83.33333333;;33.33333333;;;;;;50;83.33333333;;;100;;;;100;;
0.155060303;0.237395806;23.34023242;16.91561634;cherry-ak-47;;;;83.46511523;;51.92694026;100;;69.95860273;;;;71.29522278;;74.33807335;;43.99657665;;;50.15081873;;;;45.75852246;;;100;56.94836628;33.86812864;41.47291797;100;;45.45821262
0.195536066;0.315160546;21.73247885;19.32656457;cherry-bomb;;90.16911933;63.23293239;;94.53967422;;100;;64.01297893;;;;;;87.73355226;;;96.0961386;85.8509795;;;;;95.95742272;;;100;79.87233308;20.81200759;32.44579907;85.30105239;100;
0.306873371;0.311381094;28.20201129;21.58299083;cherry-cookies;;;;71.22969838;47.5638051;;100;;89.79118329;;;;74.94199536;79.05759162;100;;;79.58115183;;54.45026178;;;;;;;91.62303665;;;13.44537815;100;;
0.125144;0.094201934;20.891657;11.98452949;cherry-cream-pie;;;;39.43661972;;;48.94366197;41.1971831;100;;;;33.45070423;;95.23809524;;;73.33333333;;;100;;;100;;;83.80952381;;72;100;72;;
0.107075263;0.09424573;16.46835281;16.85314541;cherry-diesel;;;76.75491863;81.27277144;;;98.20257469;;;;91.42579548;;100;;99.37156324;;84.36763551;;;;;76.43362137;;88.53102907;;;100;9.213699952;4.100337675;48.72165943;100;;8.441871684
0.266666667;0.028867513;63.70666667;36.8984557;cherry-kola;;;;97.35294118;;;31.76470588;;100;;67.79411765;31.17647059;;;;;;66.12244898;;36.32653061;56.73469388;;;59.18367347;;;100;42.37288136;44.91525424;87.28813559;100;;44.91525424
0.323344126;0.465910353;24.81141891;13.51282207;cherry-kush;;;;62.88785603;;;79.48345166;54.46413183;100;43.83850289;;;;;65.01899839;;;;67.13620648;100;;;;84.65837127;;;75.88830315;;38.28182323;16.73261148;100;29.12657976;28.2351247
0.333934263;0.775294877;23.99457174;15.70330766;cherry-og;;62.73212137;;84.571856;;;83.26612248;62.83944193;100;;;;;;86.28881017;;;;;46.18931027;;44.72806835;;98.36684726;;;100;31.21928016;49.1570213;;100;5.929919137;18.08043972
0.310595562;0.905201564;27.83802749;19.5373839;cherry-pie;;;;74.58216642;;52.85847855;100;;98.79880576;;;;64.63702335;;85.19390426;;;43.12637376;;42.55747354;;;;54.30654995;;;100;29.1388906;27.94342114;82.22464475;100;29.35950601;
0.234054805;0.326917593;27.68954954;22.15283247;cherry-pie-kush;;;;72.99578059;;55.69620253;100;;92.40506329;;;;69.19831224;;51.51515152;;;;;62.12121212;;;48.48484848;82.57575758;;;100;43.90243902;100;78.04878049;43.90243902;;65.85365854
0.910540546;2.234280891;24.09115295;21.7055363;cherry-sherbet;;;;;;;73.556231;;76.29179331;92.09726444;;100;52.27963526;;82.41758242;;62.36263736;;;;47.25274725;;;100;;;92.85714286;37.78625954;100;77.86259542;90.07633588;;62.21374046
0.04;0.054772256;17.20546;2.634326413;cherry-skunk;77.67857143;;;;;;100;79.46428571;94.64285714;;;;87.5;;100;;18.6440678;;;;77.96610169;;;37.28813559;;;100;3.488372093;5.813953488;52.3255814;100;;1.162790698
0.399789579;1.064698812;32.77605142;23.57163083;cherwillie;;;100;;92.85714286;;100;;;;85.71428571;;85.71428571;;50;;;100;;;;;;50;;;100;;;;;;
0.085454545;0.082506198;29.63412636;23.3979701;chiesel;;;82.03592814;97.63200871;;;99.06096897;;98.16276538;;;;100;96.90199024;19.32031543;;;100;;;;;;30.69846038;;;32.72624859;75.50307667;4.440379178;17.81140861;100;;77.2492932
0.2177;0.080829038;20.35331;0.605074629;chloe;;100;;71.68458781;;;75.62724014;;67.74193548;;;;79.92831541;;100;;29.47368421;;;;35.26315789;;;;;29.47368421;64.73684211;;83.58208955;100;;;
0.392657642;1.146512102;26.76152852;18.61421108;chocolate-chunk;;;;69.8577053;50.57816908;;;60.92941067;;100;;;61.87804198;;92.44005048;;;;;97.85443837;;;88.57803955;99.35633151;;;100;;2.160304984;72.41022262;100;8.457664611;7.497529063
0;0;21.071;3.319791519;chocolate-diesel;;85.21303258;100;89.72431078;;;;87.21804511;89.47368421;;;;;;84.15841584;;100;;;;76.73267327;;;8.910891089;;;91.58415842;100;94.51219512;7.317073171;10.97560976;;5.487804878
0.2;;19.4;;chocolate-fondue;;;;41.80327869;39.3442623;;46.72131148;;87.70491803;;;;100;;100;;15.92920354;;;;21.23893805;;18.5840708;;;;100;2.97029703;8.910891089;82.17821782;100;5.940594059;
0.326929302;0.619885887;26.19691209;20.28615316;chocolate-hashberry;;;;70.09125909;;;100;;99.14919911;;46.13099482;;88.72332335;;98.02499181;40.89015772;;;58.89923714;;;;;100;;;87.52749567;50.51719565;15.86066661;64.30907966;100;;87.47237203
0.193936881;0.571642709;23.77335572;15.74115677;chocolate-kush;;;;41.1589196;;;43.70288945;36.85615578;100;46.62374372;;;;;20.13562859;;;;;20.7876891;42.04486176;;;19.17057903;;;100;;87.14762049;93.93755684;100;86.3898151;0.757805396
0.1427;0.053381806;18.019065;2.836931791;chocolate-meringue;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.218102424;0.22627091;21.41181715;6.721092761;chocolate-thai;48.92163911;;69.94967649;100;;55.53558591;78.46872753;;;;;;;;39.50233281;;76.98289269;23.22446864;;;;;;35.87350959;;;100;9.843606256;;30.72677093;42.41030359;0.919963201;100
0.286816092;0.497227944;26.79311916;20.59910634;chocolope;;;;81.88149882;68.80578606;;100;;64.06402568;;;;86.25962296;;69.34059359;;36.7693637;;;;20.08119272;;;31.75375815;;;100;26.30202898;36.93918488;100;93.41104078;;13.16910858
0.126887778;0.073453382;17.74501444;9.266679421;chocolope-kush;;72.38493724;;63.59832636;67.78242678;;100;;;;;;77.82426778;;80;;;;;22.66666667;;;14;61.33333333;;;100;;13.68421053;27.36842105;100;10.52631579;10.52631579
0.400327391;0.410922418;34.36334913;23.92952528;chronic;;;;47.22330856;;;33.35940555;;33.90692217;;;100;36.62495111;;27.80217241;;;68.66189046;54.7261382;;;;;71.55072799;;;100;12.13748657;18.45685643;24.27497315;100;;16.61296097
0.222887273;0.23596226;17.50392727;3.945664632;chronic-thunder;39.31720552;;;91.90594619;;;;45.57992313;100;86.36671942;;;;;58.81317576;;;;50.9429218;62.33341715;;;;100;;;57.58109127;;1.962757927;100;31.50478108;3.774534474;1.308505284
0.191345455;0.265481044;20.52174545;1.888815507;chunky-diesel;;;;94.32989691;68.55670103;;97.16494845;;96.13402062;;;;100;;98.13664596;63.35403727;22.98136646;;;;19.25465839;;;;;;100;;;100;100;;
0.239584205;0.332600259;23.29718227;22.20302503;church-og;;;;;;;69.1714623;37.76744872;100;66.20554818;;;44.41862181;;17.64508366;;45.67687056;;;;;;20.6167105;100;;;62.88544407;9.502923977;15.20467836;63.88888889;100;;19.00584795
0.256573528;0.480875259;20.11476147;16.44823216;cinderella-99;;;90.37691496;100;;;88.36650265;;71.64532852;;;;76.70494917;;74.69894035;;42.09388418;;;;27.16545962;;;23.88865324;;;100;65.64616751;;57.66366598;100;14.72229409;49.8843137
0.280696916;0.435818259;28.28134056;17.82244168;cinderellas-dream;;;83.50910834;100;81.39980825;;81.78331735;;;;;;84.37200384;;100;;54.82142857;43.57142857;;;;;;51.60714286;;;72.5;1.810865191;3.621730382;28.16901408;100;;1.810865191
0.457240926;0.782169094;27.88767338;20.92555215;cinex;;;100;74.07555716;93.60530955;;70.6057882;;;;;;90.2627923;;100;;41.13403781;;;;;;44.44775373;67.90824289;;;77.2540178;48.85294599;58.28800079;76.65384805;100;;16.36515656
0.261538462;0.279101121;27.63846154;9.052908231;citrix;;;91.52082358;62.11511465;;;100;;;;52.66729059;;65.06317267;;100;;85.77016389;7.991285835;;;;;;61.66757439;;;28.41511116;11.09490986;100;15.7873807;19.44591729;7.436373277;
2.805;3.68402633;13.25683;11.23333874;citrus-kush;;42.46015529;;48.34491214;;;100;;95.27993461;;;;57.0494483;;;;100;;53.98562051;;;62.33197874;;64.58268209;;;76.30509534;;100;22.26074896;16.74757282;1.248266297;12.58668516
0.367408762;0.247911111;22.05451143;5.332002102;citrus-sap;;;48.93220132;70.98725615;;;100;;80.18514322;;;;88.70312582;;100;;50.44001023;;55.73804042;;;;;48.57252494;;;71.89306728;100;;28.06361085;48.75152911;44.40526732;50.59365331
0.139538776;0.166789569;22.90022327;3.804481095;clementine;;;61.38386637;64.87237166;64.61330493;;100;;;;;;66.54472902;;80.98360354;;26.75232954;27.68362101;;;;;;63.64403095;;;100;34.79578713;;71.9442571;100;16.79227379;30.83543768
0.4385;0;24.2667;0;clementine-kush;;;;46.26262626;37.47474747;38.68686869;85.25252525;;100;;;;;;;;;;86.25336927;;;76.54986523;;93.5309973;73.31536388;;100;55.17241379;55.17241379;41.37931034;55.17241379;;100
0.094411765;0.143699838;24.12799118;3.558231398;cloud-9;;50.70422535;94.36619718;100;;;67.6056338;;98.5915493;;;;;;;;55.76923077;;;100;;88.46153846;;96.15384615;;;57.69230769;;25.42372881;100;66.10169492;15.25423729;35.59322034
0.752535714;1.634277666;12.03296143;3.943539264;cold-creek-kush;;;65.04854369;86.65048544;;;100;93.68932039;69.90291262;;;;;;;;;;79.54545455;81.56565657;;94.94949495;;100;;;98.48484848;0.520833333;;3.645833333;100;0.520833333;0.520833333
0.988140056;1.983341492;25.84160779;20.62382834;colombian-gold;;;54.64579571;71.40276942;95.82580775;;100;;97.43126631;;;;;;70.76329567;;;;;56.84761642;52.87958115;;;100;;;70.76329567;100;70.34376603;70.54899949;93.53514623;;56.33658286
0.154897959;0.284803459;29.51877551;12.39324827;confidential-cheese;;;;;;;100;63.84892086;84.5323741;;;69.0647482;72.12230216;;35.8490566;;;;43.39622642;;;100;;52.83018868;;;67.29559748;42.99065421;7.476635514;15.57632399;100;;48.59813084
0.692357669;2.042769291;22.03444716;12.41786106;connie-chung;;;;25.55685815;;;;58.03048066;100;76.55334115;;56.62368113;;;7.453416149;;;;;100;96.27329193;;;10.55900621;;;16.77018634;30.15873016;31.34920635;97.61904762;100;;1.19047619
0.247054737;0.298844004;27.12727048;19.02012602;conspiracy-kush;;52.95338442;;55.63537676;;;66.49904215;;100;;;;30.16443167;;52.56567306;;;;;97.14169049;;;81.7476521;64.25752008;;;100;;3.712433707;65.40954626;100;1.237477902;2.474955804
0.155899188;0.253900746;22.96842775;14.61019843;cookie-dough;;;;61.05121294;;;75.06738544;56.94070081;100;;;;58.22102426;;100;;;52.21052632;;;78.31578947;;;87.15789474;;;95.57894737;26.53721683;20.06472492;100;53.72168285;;16.66666667
1.161323265;1.936398066;40.75404245;25.34504516;cookie-monster;;;;57.63475753;;;93.7083108;91.40075717;100;83.8831801;;;;;52.2951523;;;;;;54.37580438;49.59244959;;100;;;64.90776491;8.913250715;;4.289799809;17.49285033;15.68160153;100
0.663760685;1.020878944;27.47236945;17.83537595;cookie-wreck;;;;33.83612663;;;100;;69.21787709;;39.66480447;;60.33519553;;58.9545844;;;;41.0454156;;;49.18594687;;75.23564696;;;100;;6.620209059;73.28687573;100;53.42624855;24.50638792
0.267221183;0.962541487;30.13502156;18.85808385;cookies-and-cream;;;;84.5897048;;;79.47026315;;100;44.81990145;;;75.09832407;;82.79761517;;;44.31751626;;63.67145067;;;;77.32988591;;;100;11.20528142;39.39891134;100;95.12045054;;5.326873829
0.421136264;2.281882971;26.63274676;16.44686317;cookies-kush;;;;88.00138387;;;;;100;83.34054101;;89.9463749;83.25296776;;;;;31.66891845;35.00423641;56.85955712;;;;63.89086079;;;100;23.78065269;11.34451988;51.65734455;100;;22.57233537
0.152744118;0.159813299;26.72622647;15.65424789;cornbread;;;;59.17818659;;;67.38785274;66.12824693;100;60.43779241;;;;;71.35813291;;;;;100;;;66.69862488;95.66646579;;;86.21870377;33.74416191;40.58553883;;100;40.58553883;33.74416191
0.402586009;1.915782119;28.98131089;21.95784957;cotton-candy-kush;;;;84.29033182;;;100;;92.55324201;38.83827821;;;64.74595918;;84.08770678;;;53.10998907;;64.46947135;;;;65.60988479;;;100;5.039460172;6.991912021;27.27025887;100;;8.250683621
0.336;0.12249263;40.51978;27.17856948;cotton-purple-chem;;;;94.73684211;;;15.78947368;;100;;;84.21052632;15.78947368;;50;;50;50;;;;50;;;;;100;;;;100;;
0.219375;0.218151756;29.83737583;19.13767702;crater-lake;;;;90.90909091;;87.41258741;100;;93.00699301;;;;93.70629371;;93.23308271;;;;84.96240602;;90.97744361;;;92.48120301;;;100;;47.36842105;89.47368421;100;;
0.755;1.39028774;13.7086875;4.487058444;crazy-miss-hyde;;;77.77777778;100;;;88.88888889;;77.77777778;;;;100;;75;50;;;75;;;;75;100;;;;50;;50;100;;
0.366909091;0.518194067;17.48068973;3.164570875;cream-caramel;;;;82.61560184;;77.26791387;92.80797741;;100;;;;80.77126721;;6.10949209;;5.51623647;;;10.64737719;;;;94.28601166;;;100;4.875283447;0.19583591;85.96165739;100;0.39167182;
0.025;0.035355339;14.075935;7.590458956;critical-cheese;;75.88424437;;70.09646302;;;100;;62.70096463;;;;85.85209003;;100;;22.30769231;;;;;;16.15384615;7.692307692;;;34.61538462;98.71794872;;100;80.76923077;;13.46153846
3.369454235;8.230517608;31.52525588;20.67260274;critical-haze;;;72.72727273;83.07210031;;;86.52037618;;100;;;;55.17241379;;94.70198675;;78.14569536;15.89403974;;;5.298013245;;;;;;100;;13.33333333;73.33333333;100;13.33333333;53.33333333
0.093440833;0.056721888;17.35104575;3.817623692;critical-hog;;;;81.75937904;;;89.78007762;;100;8.322552824;;;12.33290211;;;;;44.33656958;;88.67313916;48.86731392;;;88.67313916;;;100;;38.46153846;79.12087912;100;7.692307692;7.692307692
